Year;Month;Day;Hour;Temp;Luftfuktighet;Lutftryck;Vikt;ViktSkillnad
2022;7;7;8;14.680517;46.936166;924.166666;120.991666;0.685734
2022;7;7;9;15.369827;46.955333;924.353666;121.441;0.449334
2022;7;7;10;16.15;46.996166;925.2425;121.979322;0.538322
2022;7;7;11;17.299137;47.093666;927.670166;122.334166;0.354844
2022;7;7;12;18.676379;47.2955;932.446;122.219491;-0.114675
2022;7;7;13;18.076379;47.511333;937.234333;122.996166;0.776675
2022;7;7;14;18.941896;47.618666;939.276666;123.372166;0.376
2022;7;7;15;18.221379;47.711016;941.184406;123.896101;0.523935
2022;7;7;16;18.500701;48.376;936.756333;124.187288;0.291187
2022;7;7;17;18.575;47.829666;941.8315;124.505762;0.318474
2022;7;7;18;19.022586;47.958;943.763833;123.894166;-0.611596
2022;7;7;19;18.436724;48.138813;946.083389;123.891525;-0.002641
2022;7;7;20;17.648793;48.292333;946.436833;124.188833;0.297308
2022;7;7;21;16.943448;48.411166;945.5175;124.66661;0.477777
2022;7;7;22;16.793793;48.438833;942.875833;125.072166;0.405556
2022;7;7;23;16.262586;48.444;940.325;125.629166;0.557
2022;7;8;0;15.690517;48.4195;937.326666;125.855762;0.226596
2022;7;8;1;15.099482;48.354;934.864;126.093166;0.237404
2022;7;8;2;14.651896;48.293166;932.771333;126.258305;0.165139
2022;7;8;3;14.185689;48.231016;930.754067;126.448833;0.190528
2022;7;8;4;13.575689;48.117166;927.876833;126.718833;0.27
2022;7;8;5;13.433793;47.996833;925.480166;126.737796;0.018963
2022;7;8;6;13.728965;47.9515;924.428333;126.686166;-0.05163
2022;7;8;7;14.359137;47.8805;922.884333;126.651525;-0.034641
2022;7;8;8;14.653103;47.8765;923.1185;126.413333;-0.238192
2022;7;8;9;15.695344;47.8845;923.439833;126.099833;-0.3135
2022;7;8;10;17.044482;48.073;928.095166;125.181525;-0.918308
2022;7;8;11;18.751034;48.286833;932.699333;124.402666;-0.778859
2022;7;8;12;20.759137;48.540833;937.919666;123.551525;-0.851141
2022;7;8;13;21.675;48.825333;943.466;122.8785;-0.673025
2022;7;8;14;22.021551;49.037;947.1035;122.270508;-0.607992
2022;7;8;15;22.188275;49.189661;949.944915;121.740666;-0.529842
2022;7;8;16;22.333793;49.286666;951.359;121.390333;-0.350333
2022;7;8;17;21.878793;49.2815;952.1335;121.328474;-0.061859
2022;7;8;18;21.202068;49.3625;953.809333;121.226;-0.102474
2022;7;8;19;20.662068;49.374;952.478333;121.307457;0.081457
2022;7;8;20;20.152068;49.3455;950.647833;121.572;0.264543
2022;7;8;21;19.246206;49.313666;949.345;121.741666;0.169666
2022;7;8;22;18.244827;49.184166;945.335166;122.443728;0.702062
2022;7;8;23;17.296724;48.973666;941.6765;123.03;0.586272
2022;7;9;0;16.698965;48.770677;939.033389;123.489491;0.459491
2022;7;9;1;16.352586;48.584333;937.350833;123.893666;0.404175
2022;7;9;2;15.978793;48.448166;935.826666;124.287796;0.39413
2022;7;9;3;15.58362;48.3405;934.174666;124.698;0.410204
2022;7;9;4;15.442068;48.251666;932.444;125.033;0.335
2022;7;9;5;15.430689;48.185833;931.560166;125.295084;0.262084
2022;7;9;6;15.406379;48.143166;930.91;125.1745;-0.120584
2022;7;9;7;16.06;48.153833;931.550333;125.217118;0.042618
2022;7;9;8;16.264482;48.232666;932.9545;124.9725;-0.244618
2022;7;9;9;18.797758;48.410833;936.5815;123.352333;-1.620167
2022;7;9;10;21.687413;48.709333;942.5465;121.611694;-1.740639
2022;7;9;11;22.599482;49.1135;949.129666;121.003166;-0.608528
2022;7;9;12;22.503103;49.383333;951.14;120.355423;-0.647743
2022;7;9;13;21.836551;49.639;952.389;119.493833;-0.86159
2022;7;9;14;21.645;49.783666;952.029166;118.435423;-1.05841
2022;7;9;15;20.849655;49.860169;950.870169;118.0115;-0.423923
2022;7;9;16;20.550689;49.945833;950.960333;117.777333;-0.234167
2022;7;9;17;19.621896;50.054333;949.741333;117.945084;0.167751
2022;7;9;18;18.879827;50.082333;947.595166;118.1055;0.160416
2022;7;9;19;18.567931;50.054666;945.453;118.187288;0.081788
2022;7;9;20;18.14362;49.9775;943.467;118.393;0.205712
2022;7;9;21;17.486896;49.893666;941.730166;118.660833;0.267833
2022;7;9;22;17.011724;49.806333;939.787333;118.95;0.289167
2022;7;9;23;16.557931;49.7075;937.51;119.177166;0.227166
2022;7;10;0;16.101034;49.640677;935.894067;119.287118;0.109952
2022;7;10;1;15.687241;49.559;934.1175;119.2925;0.005382
2022;7;10;2;14.975689;49.464666;932.724333;119.542881;0.250381
2022;7;10;3;14.422931;49.347;931.174166;119.916833;0.373952
2022;7;10;4;13.986896;49.178666;928.9795;120.371833;0.455
2022;7;10;5;13.673103;49.042666;927.429833;120.420338;0.048505
2022;7;10;6;13.81;48.935666;926.798333;120.1325;-0.287838
2022;7;10;7;14.303448;48.861;926.7375;120.074915;-0.057585
2022;7;10;8;16.695;48.888333;928.921;119.269;-0.805915
2022;7;10;9;20.267413;49.1075;935.526166;116.941166;-2.327834
2022;7;10;10;24.936206;49.57;947.216833;115.525762;-1.415404
2022;7;10;11;26.551379;50.053;957.461666;114.905833;-0.619929
2022;7;10;12;23.927758;50.1655;959.248166;114.635932;-0.269901
2022;7;10;13;22.176551;50.1645;959.392333;114.386833;-0.249099
2022;7;10;14;21.940344;50.143;958.358833;113.852542;-0.534291
2022;7;10;15;21.522413;50.170169;958.206101;113.7955;-0.057042
2022;7;10;16;20.763103;50.215;957.532166;113.713833;-0.081667
2022;7;10;17;19.997586;50.1975;956.356166;113.792033;0.0782
2022;7;10;18;19.638793;50.218666;955.124666;114.104833;0.3128
2022;7;10;19;19.076724;50.142666;952.513833;114.595254;0.490421
2022;7;10;20;18.377068;50.032166;950.047166;115.13;0.534746
2022;7;10;21;16.786724;49.891333;947.072666;115.611333;0.481333
2022;7;10;22;16.667586;49.730166;943.816833;116.178644;0.567311
2022;7;10;23;16.494827;49.576333;940.604;116.695833;0.517189
2022;7;11;0;16.286379;49.401525;937.200677;117.249322;0.553489
2022;7;11;1;15.898793;49.251833;935.639;117.459333;0.210011
2022;7;11;2;15.311724;49.138666;934.484;117.515254;0.055921
2022;7;11;3;14.775517;49.024833;932.887666;117.6805;0.165246
2022;7;11;4;14.265;48.912;931.281;117.999166;0.318666
2022;7;11;5;13.83;48.791833;929.738;117.437288;-0.561878
2022;7;11;6;17.031929;48.729666;929.5445;116.721333;-0.715955
2022;7;11;7;22.112413;48.851333;933.707833;115.948813;-0.77252
2022;7;11;8;21.312203;49.1455;941.224;115.431;-0.517813
2022;7;11;9;21.978275;49.357833;946.466166;114.841333;-0.589667
2022;7;11;10;26.509137;49.722333;956.689666;114.18305;-0.658283
2022;7;11;11;29.107241;50.052166;965.392833;113.958666;-0.224384
2022;7;11;12;26.015344;50.071333;967.1535;113.987796;0.02913
2022;7;11;13;24.175517;49.958333;966.247666;113.895333;-0.092463
2022;7;11;14;24.101206;49.8205;965.140166;113.260833;-0.6345
2022;7;11;15;23.48931;50.288474;959.149661;113.302881;0.042048
2022;7;11;16;22.890862;49.618833;963.255666;113.53305;0.230169
2022;7;11;17;22.26931;49.492833;961.7465;114.015666;0.482616
2022;7;11;18;21.448245;49.405;959.5705;114.44983;0.434164
2022;7;11;19;20.908448;49.335333;957.212666;114.458833;0.009003
2022;7;11;20;20.373448;49.281694;955.519661;114.591333;0.1325
2022;7;11;21;20.277241;49.172333;952.645833;114.736271;0.144938
2022;7;11;22;19.937241;49.105666;951.632666;115.009166;0.272895
2022;7;11;23;19.263965;49.012;949.092833;115.635932;0.626766
2022;7;12;0;18.481551;48.882333;945.933;115.778;0.142068
2022;7;12;1;17.58362;48.717;943.0045;115.832333;0.054333
2022;7;12;2;16.987586;48.512333;940.271166;115.789322;-0.043011
2022;7;12;3;16.625;48.3105;937.942666;116.026166;0.236844
2022;7;12;4;16.277586;48.104745;935.727457;116.197796;0.17163
2022;7;12;5;15.705;48.002666;935.719833;115.332;-0.865796
2022;7;12;6;18.915862;47.909166;935.212166;115.026101;-0.305899
2022;7;12;7;24.493793;48.0195;940.5495;114.506333;-0.519768
2022;7;12;8;23.762068;48.317166;949.0905;114.461;-0.045333
2022;7;12;9;24.327413;48.494166;953.382166;114.519;0.058
2022;7;12;10;29.662241;48.804;963.207333;114.165423;-0.353577
2022;7;12;11;31.930517;49.111666;972.375833;113.681666;-0.483757
2022;7;12;12;28.409137;49.067666;972.51;113.567627;-0.114039
2022;7;12;13;26.529655;48.775833;970.6365;112.964333;-0.603294
2022;7;12;14;26.608793;48.577833;971.0785;112.287457;-0.676876
2022;7;12;15;25.92431;48.364915;969.399491;112.861;0.573543
2022;7;12;16;25.51035;48.144666;967.956833;113.11661;0.25561
2022;7;13;8;22.571896;46.468833;947.182;116.7385;3.62189
2022;7;13;9;24.119655;46.732833;953.114833;117.155333;0.416833
2022;7;13;10;26.046034;47.0855;959.569;118.082033;0.9267
2022;7;13;11;29.871206;47.385833;965.236;118.2075;0.125467
2022;7;13;12;28.337068;47.523166;966.9815;118.370847;0.163347
2022;7;13;13;26.90862;47.457333;966.368166;118.495166;0.124319
2022;7;13;14;26.497068;47.331666;965.3235;118.459833;-0.035333
2022;7;13;15;25.835;47.269491;966.594915;118.276101;-0.183732
2022;7;13;16;25.302241;47.210333;966.358333;118.5185;0.242399
2022;7;13;17;24.405;47.078;964.633833;118.978644;0.460144
2022;7;13;18;23.615517;46.893166;961.275833;119.621333;0.642689
2022;7;13;19;22.697241;46.760166;960.083;119.645254;0.023921
2022;7;13;20;21.491379;46.568333;955.1535;119.751166;0.105912
2022;7;13;21;19.996551;46.340333;951.782333;120.110833;0.359667
2022;7;13;22;18.812413;46.103166;947.397166;120.588135;0.477302
2022;7;13;23;17.926551;45.8995;944.363833;120.664333;0.076198
2022;7;14;0;16.961896;45.703559;941.012372;120.502881;-0.161452
2022;7;14;1;16.079827;45.497166;937.802666;120.576333;0.073452
2022;7;14;2;15.480344;45.315;935.067;120.906666;0.330333
2022;7;14;3;15.099482;45.1135;932.016833;121.242881;0.336215
2022;7;14;4;14.705172;44.9485;929.719333;121.642666;0.399785
2022;7;14;5;14.493965;44.853833;929.120333;121.93322;0.290554
2022;7;14;6;15.92431;44.824833;929.353833;121.520833;-0.412387
2022;7;14;7;17.381724;44.8845;930.816333;120.895084;-0.625749
2022;7;14;8;19.000689;45.001666;932.988166;120.161666;-0.733418
2022;7;14;9;18.816379;45.162333;935.905166;120.231;0.069334
2022;7;14;10;21.61862;45.401333;939.940833;120.265593;0.034593
2022;7;14;11;22.995;45.750833;945.543166;120.380333;0.11474
2022;7;14;12;20.741896;45.942666;945.7855;120.980338;0.600005
2022;7;14;13;20.686724;46.045666;944.928333;121.177;0.196662
2022;7;14;14;21.201379;46.149666;944.861166;120.323389;-0.853611
2022;7;14;15;20.214655;46.238474;944.429491;120.570333;0.246944
2022;7;14;16;19.756724;46.284;943.589;120.776333;0.206
2022;7;14;17;19.271034;46.331333;943.003;120.888983;0.11265
2022;7;14;18;18.972068;46.318666;941.528833;121.122166;0.233183
2022;7;14;19;18.758103;46.303666;940.649666;121.13322;0.011054
2022;7;14;20;17.973965;46.33;940.648666;121.3295;0.19628
2022;7;14;21;17.307241;46.377833;940.346333;121.635593;0.306093
2022;7;14;22;16.195172;46.375833;938.535333;121.8285;0.192907
2022;7;14;23;15.511206;46.375593;936.603389;122.347166;0.518666
2022;7;15;0;14.956034;46.335166;933.779833;122.611016;0.26385
2022;7;15;1;14.44362;46.213333;929.704;122.909666;0.29865
2022;7;15;2;13.931607;46.741186;922.533898;123.20862;0.298954
2022;7;15;3;13.764482;45.975333;925.274666;123.32;0.11138
2022;7;15;4;13.720689;45.869661;924.233728;123.422166;0.102166
2022;7;15;5;13.59;45.789166;923.7795;123.249322;-0.172844
2022;7;15;6;15.727413;45.756;924.093833;122.686333;-0.562989
2022;7;15;7;18.304482;45.839;926.827333;122.450847;-0.235486
2022;7;15;8;18.202068;45.995833;930.380166;121.8155;-0.635347
2022;7;15;9;19.002241;46.1945;934.609333;121.384666;-0.430834
2022;7;15;10;23.910517;46.576;942.5085;120.30661;-1.078056
2022;7;15;11;26.785172;47.073166;952.287;119.858833;-0.447777
2022;7;15;12;24.50362;47.389666;955.251833;119.959491;0.100658
2022;7;15;13;22.817931;47.5065;953.740666;119.739;-0.220491
2022;7;15;14;22.926551;47.584666;953.244;119.026779;-0.712221
2022;7;15;15;21.800517;47.682881;953.428474;119.084;0.057221
2022;7;15;16;21.522413;47.704833;952.3055;119.285166;0.201166
2022;7;15;17;21.025;47.709833;951.265166;119.571186;0.28602
2022;7;15;18;20.378965;47.661;949.528166;119.939;0.367814
2022;7;15;19;19.884482;47.604666;948.658666;120.141355;0.202355
2022;7;15;20;18.413965;47.5265;946.8975;120.784333;0.642978
2022;7;15;21;17.2;47.413833;944.033833;121.317333;0.533
2022;7;15;22;16.30862;47.2865;940.674166;121.610508;0.293175
2022;7;15;23;15.41;47.170666;937.716666;121.803;0.192492
2022;7;16;0;14.669655;46.999322;933.573389;122.128983;0.325983
2022;7;16;1;14.135862;46.840333;930.438;122.221333;0.09235
2022;7;16;2;13.501551;46.695333;928.400166;122.220166;-0.001167
2022;7;16;3;12.991034;46.559333;926.455;122.415762;0.195596
2022;7;16;4;12.950344;46.4245;925.009666;122.580666;0.164904
2022;7;16;5;12.868103;46.289666;923.603166;122.893559;0.312893
2022;7;16;6;12.463793;46.214333;923.1315;123.2065;0.312941
2022;7;16;7;12.611551;46.157;922.252333;123.357288;0.150788
2022;7;16;8;13.260344;46.1945;922.296666;123.418166;0.060878
2022;7;16;9;15.210517;46.304333;923.375833;122.938833;-0.479333
2022;7;16;10;19.922413;46.637666;929.073333;121.913898;-1.024935
2022;7;16;11;23.780517;47.185;938.769;121.1345;-0.779398
2022;7;16;12;22.613275;47.637833;944.457166;120.658644;-0.475856
2022;7;16;13;20.875862;47.944666;946.853666;120.8085;0.149856
2022;7;16;14;19.561551;48.1585;947.606;121.41322;0.60472
2022;7;16;15;19.689827;48.385084;947.849491;121.4665;0.05328
2022;7;16;16;20.137413;48.601;947.370666;121.5865;0.12
2022;7;16;17;20.092241;48.769333;946.839166;122.064915;0.478415
2022;7;16;18;19.647586;48.894;946.618666;122.1465;0.081585
2022;7;16;19;18.965517;48.914833;945.1635;122.275423;0.128923
2022;7;16;20;18.42431;48.891666;943.724166;122.352;0.076577
2022;7;16;21;17.899482;48.8135;941.7165;122.645423;0.293423
2022;7;16;22;17.252413;48.729833;940.556333;122.965166;0.319743
2022;7;16;23;16.356724;48.600847;938.285254;123.289666;0.3245
2022;7;17;0;15.560172;48.445833;935.196166;123.464237;0.174571
2022;7;17;1;14.895;48.274666;932.179166;123.501833;0.037596
2022;7;17;2;14.11862;48.1005;929.6695;123.716101;0.214268
2022;7;17;3;13.515344;47.955333;927.763;123.853333;0.137232
2022;7;17;4;13.071896;47.801;925.574333;124.267166;0.413833
2022;7;17;5;12.806034;47.662666;923.799;124.23661;-0.030556
2022;7;17;6;14.291206;47.583833;923.271333;123.853;-0.38361
2022;7;17;7;15.891896;47.613166;925.248166;123.617118;-0.235882
2022;7;17;8;19.053448;47.764833;929.029;122.978666;-0.638452
2022;7;17;9;20.886551;48.024166;934.563833;121.950833;-1.027833
2022;7;17;10;21.808275;48.456333;942.899666;121.924745;-0.026088
2022;7;17;11;20.665172;48.76;945.9695;122.476166;0.551421
2022;7;17;12;22.678965;48.924666;947.086333;122.794237;0.318071
2022;7;17;13;22.674137;49.111666;948.652333;122.499;-0.295237
2022;7;17;14;23.192413;49.2805;949.717666;122.414833;-0.084167
2022;7;17;15;22.676379;49.418305;951.155762;122.32305;-0.091783
2022;7;17;16;22.231551;49.550166;951.949666;122.351666;0.028616
2022;7;17;17;22.078275;49.583666;951.015166;122.463898;0.112232
2022;7;17;18;21.502758;49.569166;950.610166;122.562666;0.098768
2022;7;17;19;21.007068;49.5335;950.310166;122.658983;0.096317
2022;7;17;20;20.249137;49.499333;949.692166;122.844666;0.185683
2022;7;17;21;19.320517;49.428166;947.793666;123.505333;0.660667
2022;7;17;22;18.471724;49.341;946.082833;124.148305;0.642972
2022;7;17;23;17.719482;49.198166;943.291333;124.522166;0.373861
2022;7;18;0;17.341206;49.036949;940.350508;124.64322;0.121054
2022;7;18;1;17.284137;48.900166;938.718333;124.6005;-0.04272
2022;7;18;2;17.232241;48.789166;937.678666;125.012203;0.411703
2022;7;18;3;16.886896;48.6935;936.772333;125.3355;0.323297
2022;7;18;4;16.601379;48.553666;934.776666;125.6185;0.283
2022;7;18;5;16.511379;48.4665;934.218166;125.710508;0.092008
2022;7;18;6;16.455517;48.3845;933.971833;125.789166;0.078658
2022;7;18;7;16.55931;48.348666;934.047333;126.2;0.410834
2022;7;18;8;16.740517;48.386166;935.1545;126.827666;0.627666
2022;7;18;9;17.06431;48.4115;935.2725;127.166666;0.339
2022;7;18;10;18.118103;48.475333;936.042;127.371864;0.205198
2022;7;18;11;19.494482;48.606333;937.9805;126.8715;-0.500364
2022;7;18;12;19.599482;48.850666;941.681833;126.667627;-0.203873
2022;7;18;13;19.396551;49.0355;943.188333;127.169833;0.502206
2022;7;18;14;19.268103;49.231666;944.522833;128.307118;1.137285
2022;7;18;15;18.930344;49.411016;944.631864;129.162833;0.855715
2022;7;18;16;19.124827;49.558166;944.710666;129.477833;0.315
2022;7;18;17;19.490862;49.6865;945.199333;128.884745;-0.593088
2022;7;18;18;19.735;49.825666;946.5175;128.500166;-0.384579
2022;7;18;19;20.116379;50.0075;948.05;128.237966;-0.2622
2022;7;18;20;19.644655;50.201333;948.896;128.702833;0.464867
2022;7;18;21;19.121206;50.3075;948.1165;129.434237;0.731404
2022;7;18;22;18.579655;50.299833;945.34;130.282666;0.848429
2022;7;18;23;18.167758;50.161333;941.5635;130.516;0.233334
2022;7;19;0;17.872241;50.10322;941.241525;130.639491;0.123491
2022;7;19;1;17.552758;50.039333;940.794833;130.984833;0.345342
2022;7;19;2;17.262931;49.940166;939.546333;131.245593;0.26076
2022;7;19;3;16.906896;49.873166;938.7835;131.579166;0.333573
2022;7;19;4;16.535172;49.797833;937.741666;131.923666;0.3445
2022;7;19;5;16.179655;49.762666;937.243333;132.33;0.406334
2022;7;19;6;18.800892;50.30305;931.327796;132.617241;0.287241
2022;7;19;7;22.653275;49.824067;938.741016;132.663666;0.046425
2022;7;19;8;22.211551;50.030833;942.477166;131.746666;-0.917
2022;7;19;9;24.08431;50.322833;947.784666;130.038666;-1.708
2022;7;19;10;29.595;50.840333;958.839;128.284745;-1.753921
2022;7;19;11;32.566034;51.453833;971.041833;126.5515;-1.733245
2022;7;19;12;30.09431;51.719666;974.526666;125.53;-1.0215
2022;7;19;13;28.631034;51.636833;973.618333;124.704;-0.826
2022;7;19;14;28.507586;51.4975;973.392833;123.715333;-0.988667
2022;7;19;15;27.736206;51.381694;973.962033;123.678474;-0.036859
2022;7;19;16;27.268793;51.2;972.707666;123.692333;0.013859
2022;7;19;17;26.802068;50.994833;971.423833;123.715084;0.022751
2022;7;19;18;26.444827;50.781;970.252166;123.899166;0.184082
2022;7;19;19;26.024655;50.591666;969.716666;123.869322;-0.029844
2022;7;19;20;25.589482;50.4875;969.522166;124.0175;0.148178
